customer_id,age,gender,income,region,signup_days_ago
CUST00619,49.0,Male,72126.09,North,547
CUST00620,54.0,Male,48402.87,South,663
CUST00621,29.0,Female,24330.31,South,265
CUST00622,66.0,Male,38359.61,West,1480
CUST00623,30.0,Female,83132.0,North,145
CUST00624,40.0,Other,50068.12,Central,1216
CUST00625,42.0,Female,50619.09,East,255
CUST00626,52.0,Female,49602.91,Central,259
CUST00627,58.0,Male,89274.46,South,211
CUST00628,47.0,Female,84267.26,Central,1302
CUST00629,34.0,Female,94938.04,South,1371
CUST00630,,Male,52137.19,South,239
CUST00631,37.0,Male,60321.24,South,1709
CUST00632,65.0,Female,27700.43,South,1445
CUST00633,42.0,Female,81584.82,South,1910
CUST00634,39.0,Female,33979.97,West,125
CUST00635,30.0,Female,58901.96,Central,923
CUST00636,36.0,Female,35248.55,West,1911
CUST00637,66.0,Female,44400.4,West,785
CUST00638,53.0,Male,39929.28,North,1139
CUST00639,29.0,Male,44058.25,North,444
CUST00640,58.0,Male,45295.79,North,423
CUST00641,36.0,Female,45131.16,East,725
CUST00642,29.0,Female,70000.01,North,1686
CUST00643,26.0,Female,35112.47,Central,873
CUST00644,24.0,Male,58969.75,West,1554
CUST00645,45.0,Female,76923.26,Central,633
CUST00646,31.0,Female,45762.47,North,611
CUST00647,48.0,Female,42077.46,East,1969
CUST00648,69.0,Female,50850.56,East,162
CUST00649,36.0,Male,76235.05,West,820
CUST00650,64.0,Female,,Central,678
CUST00651,33.0,Male,45438.14,South,1367
CUST00652,22.0,Male,63709.78,Central,1752
CUST00653,52.0,Female,35158.74,North,250
CUST00654,29.0,Female,67264.47,South,1005
CUST00655,42.0,Other,62354.93,East,1491
CUST00656,69.0,Female,49459.45,West,1099
CUST00657,38.0,Female,39905.46,West,1843
CUST00658,53.0,Female,39039.74,East,1245
CUST00659,40.0,Female,64626.71,North,1573
CUST00660,33.0,Male,77121.65,East,1432
CUST00661,56.0,Male,43528.46,North,817
CUST00662,62.0,Male,63250.96,South,720
CUST00663,59.0,Female,17433.51,East,1387
CUST00664,56.0,Male,44476.88,North,68
CUST00665,31.0,Male,54440.94,South,1346
CUST00666,48.0,Male,38625.7,East,719
CUST00667,22.0,Other,38142.89,West,191
CUST00668,52.0,Male,42979.97,East,1384
CUST00669,40.0,Female,60259.47,Central,1939
CUST00670,46.0,Male,51628.08,East,1157
CUST00671,60.0,Female,14711.84,Central,190
CUST00672,28.0,Male,16827.4,South,1852
CUST00673,35.0,Male,44076.43,East,1688
CUST00674,64.0,Female,63238.36,South,1107
CUST00675,29.0,Male,12000.0,South,1993
CUST00676,26.0,Male,46004.86,North,1087
CUST00677,27.0,Male,45527.54,South,271
CUST00678,61.0,Male,79990.08,South,996
CUST00679,,Male,48069.61,East,919
CUST00680,55.0,Male,61893.8,East,142
CUST00681,24.0,Female,57542.63,West,1043
CUST00682,63.0,Female,16649.8,North,347
CUST00683,30.0,Female,68827.73,South,52
CUST00684,57.0,Male,58877.14,North,1611
CUST00685,59.0,Female,64148.84,Central,853
CUST00686,26.0,Male,125672.28,South,1700
CUST00687,67.0,Male,17485.97,North,1171
CUST00688,44.0,Female,86044.54,West,730
CUST00689,19.0,Male,49825.94,West,1696
CUST00690,22.0,Male,60171.92,South,1048
CUST00691,46.0,Female,54180.78,Central,1987
CUST00692,54.0,Female,47363.75,West,1265
CUST00693,55.0,Female,44743.01,West,1471
CUST00694,36.0,Female,60931.16,Central,1166
CUST00695,25.0,Other,27690.87,North,1097
CUST00696,65.0,Male,68510.43,West,157
CUST00697,62.0,Male,47508.5,East,905
CUST00698,18.0,Male,34658.75,West,187
CUST00699,39.0,Male,46899.77,North,1838
CUST00700,69.0,Male,,North,856
CUST00701,34.0,Female,45363.97,South,1447
CUST00702,24.0,Female,61452.17,East,1920
CUST00703,42.0,Female,41842.79,North,881
CUST00704,62.0,Male,68642.59,Central,541
CUST00705,21.0,Female,67339.14,East,1967
CUST00706,53.0,Other,88274.96,East,74
CUST00707,23.0,Female,51839.85,Central,1161
CUST00708,48.0,Male,67035.79,West,248
CUST00709,36.0,Female,56765.22,Central,472
CUST00710,61.0,Male,78325.69,Central,1883
CUST00711,56.0,Male,42061.02,West,344
CUST00712,44.0,Male,68410.1,West,206
CUST00713,27.0,Female,51495.45,West,257
CUST00714,43.0,Female,53844.61,West,1756
CUST00715,36.0,Male,56651.54,West,1725
CUST00716,56.0,Male,59540.33,Central,1959
CUST00717,20.0,Male,52907.88,South,296
CUST00718,62.0,Male,58864.84,South,899
CUST00719,,Male,83406.13,North,867
CUST00720,67.0,Male,72738.09,South,1432
CUST00721,45.0,Female,70644.78,South,518
CUST00722,37.0,Male,46800.29,Central,731
CUST00723,45.0,Male,38993.67,West,716
CUST00724,,Male,72195.41,West,1343
CUST00725,58.0,Female,70768.84,Central,1025
CUST00726,56.0,Female,81508.07,South,386
CUST00727,18.0,Female,44128.35,Central,1710
CUST00728,20.0,Male,50868.12,North,1797
CUST00729,30.0,Female,25489.29,West,901
CUST00730,45.0,Male,47935.52,East,233
CUST00731,66.0,Female,72938.27,North,1266
CUST00732,42.0,Female,46603.08,North,581
CUST00733,50.0,Female,66528.64,Central,1840
CUST00734,55.0,Female,51570.94,South,352
CUST00735,23.0,Female,60833.03,West,623
CUST00736,61.0,Male,34341.55,East,210
CUST00737,62.0,Female,,North,528
CUST00738,49.0,Male,12000.0,East,1373
CUST00739,62.0,Female,51635.87,South,112
CUST00740,64.0,Male,25651.48,South,332
CUST00741,38.0,Male,76707.9,East,291
CUST00742,33.0,Male,68993.33,West,813
CUST00743,38.0,Male,63400.08,South,1253
CUST00744,28.0,Female,82378.11,East,1293
CUST00745,54.0,Female,37919.5,North,943
CUST00746,53.0,Male,86452.54,East,721
CUST00747,52.0,Male,71779.45,East,973
CUST00748,36.0,Female,50742.0,Central,712
CUST00749,37.0,Male,75441.16,South,1348
CUST00750,35.0,Female,35086.72,West,1565
CUST00751,64.0,Female,40158.75,West,718
CUST00752,58.0,Female,44045.38,Central,1934
CUST00753,66.0,Female,45478.4,West,425
CUST00754,31.0,Male,35981.96,East,1802
CUST00755,32.0,Female,77015.5,Central,1191
CUST00756,48.0,Male,50340.62,North,868
CUST00757,18.0,Male,61345.09,South,907
CUST00758,20.0,Female,44733.68,South,852
CUST00759,33.0,Male,22229.14,South,1182
CUST00760,40.0,Female,59861.03,East,78
CUST00761,28.0,Female,20579.41,North,1729
CUST00762,29.0,Female,53764.59,Central,818
CUST00763,27.0,Female,30370.33,Central,322
CUST00764,49.0,Male,90770.97,South,1681
CUST00765,,Male,71404.53,North,565
CUST00766,25.0,Female,56903.57,North,340
CUST00767,55.0,Male,77746.72,North,566
CUST00768,29.0,Female,39766.31,West,1956
CUST00769,41.0,Female,64782.63,West,668
CUST00770,45.0,Female,58596.59,South,263
CUST00771,25.0,Male,59752.36,North,1262
CUST00772,45.0,Male,77902.36,North,634
CUST00773,53.0,Male,68184.86,Central,123
CUST00774,43.0,Male,60197.03,Central,356
CUST00775,25.0,Female,25212.03,South,254
CUST00776,67.0,Male,37719.17,North,996
CUST00777,,Male,52791.24,South,919
CUST00778,45.0,Male,56680.7,Central,1845
CUST00779,54.0,Female,34656.33,Central,40
CUST00780,58.0,Female,98410.18,West,1382
CUST00781,53.0,Male,82295.09,South,1065
CUST00782,44.0,Male,65838.13,South,64
CUST00783,34.0,Male,56296.66,North,476
CUST00784,26.0,Male,51180.24,North,1505
CUST00785,50.0,Female,37865.47,West,1793
CUST00786,37.0,Female,56394.65,East,1273
CUST00787,30.0,Male,59639.55,East,470
CUST00788,45.0,Male,32648.31,East,682
CUST00789,65.0,Other,61015.18,South,1588
CUST00790,46.0,Male,52205.34,South,624
CUST00791,30.0,Female,20659.46,Central,258
CUST00792,63.0,Male,39513.07,South,1988
CUST00793,52.0,Female,47555.1,South,373
CUST00794,23.0,Male,88978.38,South,1133
CUST00795,35.0,Female,65017.96,West,1406
CUST00796,68.0,Other,30961.33,South,1449
CUST00797,,Male,63748.65,North,1343
CUST00798,64.0,Male,27148.53,North,1508
CUST00799,42.0,Male,74488.44,Central,1896
CUST00800,19.0,Male,46519.76,West,1724
CUST00801,27.0,Male,53314.55,North,1018
CUST00802,47.0,Male,78864.34,West,1181
CUST00803,67.0,Female,,West,1755
CUST00804,62.0,Male,29851.87,Central,938
CUST00805,22.0,Male,44495.21,West,1596
CUST00806,50.0,Female,73690.82,South,1951
CUST00807,18.0,Male,27651.77,West,1412
CUST00808,35.0,Other,12000.0,Central,556
CUST00809,49.0,Male,46879.14,Central,1366
CUST00810,64.0,Female,64931.33,Central,104
CUST00811,66.0,Female,76604.71,North,1599
CUST00812,28.0,Female,46663.1,South,1924
CUST00813,38.0,Other,47594.32,North,225
CUST00814,43.0,Male,75770.21,East,1896
CUST00815,42.0,Other,,South,58
CUST00816,39.0,Male,48006.63,West,735
CUST00817,44.0,Male,58427.63,Central,1050
CUST00818,66.0,Male,63085.94,East,45
CUST00819,30.0,Female,45823.48,South,1476
CUST00820,50.0,Male,55619.94,North,1642
CUST00821,51.0,Female,12000.0,Central,834
CUST00822,58.0,Female,43151.53,North,1646
CUST00823,52.0,Female,63163.16,South,1458
CUST00824,18.0,Female,37318.71,South,969
CUST00825,38.0,Male,56061.72,East,1689
CUST00826,65.0,Male,63043.71,West,1584
CUST00827,23.0,Male,48834.11,North,996
CUST00828,45.0,Male,58068.35,East,1667
CUST00829,34.0,Male,37670.81,Central,1957
CUST00830,22.0,Male,51281.0,West,1130
CUST00831,48.0,Male,65983.89,East,258
CUST00832,22.0,Other,57825.51,North,991
CUST00833,55.0,Female,44442.44,South,1350
CUST00834,20.0,Male,59035.9,Central,1563
CUST00835,40.0,Female,67862.98,North,744
CUST00836,54.0,Male,18101.06,West,1013
CUST00837,54.0,Male,75863.33,West,602
CUST00838,27.0,Female,48947.41,South,1591
CUST00839,27.0,Female,62658.82,South,1636
CUST00840,36.0,Male,76550.44,Central,644
CUST00841,34.0,Other,30309.87,Central,355
CUST00842,38.0,Female,42230.06,South,1416
CUST00843,31.0,Female,49806.12,South,1722
CUST00844,26.0,Female,40892.44,West,904
CUST00845,63.0,Female,86228.86,South,388
CUST00846,18.0,Male,39578.1,East,1759
CUST00847,68.0,Male,45000.16,North,1840
CUST00848,62.0,Male,58679.0,South,353
CUST00849,30.0,Female,33361.31,Central,1751
CUST00850,21.0,Female,47877.75,East,1379
CUST00851,18.0,Male,60714.16,Central,1678
CUST00852,66.0,Other,49008.51,East,1878
CUST00853,57.0,Female,53319.04,South,194
CUST00854,49.0,Female,45472.02,North,1626
CUST00855,,Female,27739.53,Central,1657
CUST00856,45.0,Female,60788.68,East,827
CUST00857,48.0,Male,86588.8,West,484
CUST00858,25.0,Female,55331.23,South,1206
CUST00859,56.0,Male,59054.75,North,1790
CUST00860,,Female,67469.01,South,1180
CUST00861,51.0,Male,32152.05,West,222
CUST00862,20.0,Female,85645.26,North,656
CUST00863,67.0,Female,58641.92,West,1827
CUST00864,29.0,Male,84373.42,South,559
CUST00865,18.0,Male,41805.41,East,1063
CUST00866,61.0,Other,,South,121
CUST00867,22.0,Female,68952.8,South,168
CUST00868,47.0,Female,64954.72,South,510
CUST00869,47.0,Female,59212.44,Central,478
CUST00870,34.0,Male,50526.48,West,1386
CUST00871,65.0,Male,76609.57,West,898
CUST00872,64.0,Male,57526.48,West,369
CUST00873,40.0,Female,19592.75,Central,1105
CUST00874,32.0,Male,34890.64,East,1760
CUST00875,54.0,Female,51654.78,South,495
CUST00876,38.0,Female,60579.98,East,747
CUST00877,31.0,Female,53981.41,Central,828
CUST00878,19.0,Female,76941.47,West,504
CUST00879,28.0,Other,19880.17,South,430
CUST00880,68.0,Male,57584.58,North,1492
CUST00881,56.0,Female,22276.37,North,1931
CUST00882,55.0,Female,68674.82,East,634
CUST00883,51.0,Female,53299.74,West,961
CUST00884,55.0,Other,62552.98,North,1026
CUST00885,67.0,Male,39450.11,East,951
CUST00886,51.0,Male,78030.37,Central,850
CUST00887,35.0,Female,73751.04,East,686
CUST00888,47.0,Male,65503.8,East,627
CUST00889,32.0,Female,52668.69,East,1562
CUST00890,44.0,Female,65437.43,South,1206
CUST00891,68.0,Male,42275.93,East,543
CUST00892,51.0,Female,70400.0,East,1556
CUST00893,69.0,Male,84690.66,South,1907
CUST00894,,Female,74270.99,South,1954
CUST00895,50.0,Female,41867.16,Central,1825
CUST00896,41.0,Female,61505.51,West,1729
CUST00897,32.0,Male,31723.45,North,1059
CUST00898,47.0,Female,65303.03,North,529
CUST00899,59.0,Female,63110.86,East,1714
CUST00900,68.0,Female,21343.31,Central,746
CUST00901,34.0,Female,34087.89,East,1171
CUST00902,22.0,Male,49903.5,North,1538
CUST00903,46.0,Male,49584.52,South,630
CUST00904,21.0,Male,33229.42,West,695
CUST00905,27.0,Female,62001.62,Central,1732
CUST00906,34.0,Male,59526.52,South,497
CUST00907,27.0,Male,51503.16,West,190
CUST00908,34.0,Other,41395.75,Central,299
CUST00909,37.0,Male,73876.73,Central,1109
CUST00910,41.0,Other,84797.33,North,257
CUST00911,22.0,Female,46295.89,South,878
CUST00912,51.0,Female,43981.0,Central,178
CUST00913,23.0,Male,,Central,1099
CUST00914,19.0,Male,48555.47,West,1197
CUST00915,30.0,Female,52490.85,North,1803
CUST00916,60.0,Female,68313.76,East,1837
CUST00917,60.0,Female,20631.59,North,661
CUST00918,65.0,Male,78729.44,East,1393
CUST00919,28.0,Female,56308.25,South,442
CUST00920,68.0,Female,47593.12,South,1785
CUST00921,64.0,Female,53393.79,Central,549
CUST00922,40.0,Female,54323.73,South,1397
CUST00923,33.0,Female,23838.38,Central,416
CUST00924,48.0,Female,81908.89,North,1526
CUST00925,28.0,Male,55743.86,South,304
CUST00926,33.0,Female,62974.04,North,382
CUST00927,25.0,Male,72127.9,North,1119
CUST00928,21.0,Male,36619.08,South,1132
CUST00929,57.0,Male,63522.49,North,627
CUST00930,21.0,Male,50182.46,South,1689
CUST00931,42.0,Male,70241.87,South,1255
CUST00932,20.0,Male,16709.91,South,1715
CUST00933,49.0,Female,53216.3,East,587
CUST00934,20.0,Female,44149.23,North,142
CUST00935,44.0,Male,62780.73,West,1144
CUST00936,46.0,Other,63460.8,South,170
CUST00937,49.0,Female,42262.73,North,1342
CUST00938,67.0,Male,42180.87,Central,1954
CUST00939,68.0,Male,53008.02,South,759
CUST00940,36.0,Female,38860.44,South,618
CUST00941,38.0,Female,70155.71,West,440
CUST00942,22.0,Female,48354.27,East,406
CUST00943,35.0,Male,12000.0,East,1437
CUST00944,45.0,Male,48253.2,South,1899
CUST00945,59.0,Male,36306.21,North,1205
CUST00946,39.0,Male,25637.04,Central,1888
CUST00947,38.0,Male,32726.32,Central,780
CUST00948,23.0,Male,56969.35,North,656
CUST00949,18.0,Female,78915.53,South,1372
CUST00950,22.0,Female,60637.32,Central,1422
CUST00951,58.0,Male,44082.94,East,1659
CUST00952,29.0,Female,63206.28,North,1024
CUST00953,43.0,Male,46736.37,West,1613
CUST00954,63.0,Female,42497.19,South,732
CUST00955,51.0,Male,34221.47,North,491
CUST00956,66.0,Female,23467.08,Central,41
CUST00957,31.0,Other,47981.37,South,1209
CUST00958,43.0,Female,57844.96,East,1737
CUST00959,,Male,53260.77,South,506
CUST00960,44.0,Female,47512.6,South,968
CUST00961,26.0,Male,37976.57,East,430
CUST00962,43.0,Female,65948.43,East,837
CUST00963,64.0,Female,31291.63,South,206
CUST00964,39.0,Male,68968.5,East,1394
CUST00965,64.0,Female,36960.09,North,86
CUST00966,47.0,Female,41456.17,East,1908
CUST00967,60.0,Male,28597.87,East,1905
CUST00968,65.0,Female,45974.76,South,477
CUST00969,34.0,Male,72555.62,North,232
CUST00970,43.0,Female,64281.31,West,1750
CUST00971,53.0,Female,72611.6,West,1686
CUST00972,18.0,Female,64398.57,Central,767
CUST00973,25.0,Female,35133.94,East,231
CUST00974,66.0,Female,49045.79,East,1383
CUST00975,52.0,Male,40956.42,North,392
CUST00976,69.0,Female,78950.35,West,921
CUST00977,32.0,Male,33457.8,Central,483
CUST00978,64.0,Female,71086.56,North,385
CUST00979,,Male,71073.17,East,245
CUST00980,31.0,Male,87933.16,West,1001
CUST00981,43.0,Female,47625.64,Central,584
CUST00982,45.0,Male,67821.8,South,916
CUST00983,40.0,Female,96069.73,West,52
CUST00984,31.0,Male,43882.45,Central,184
CUST00985,41.0,Male,27369.28,North,1239
CUST00986,19.0,Female,,South,278
CUST00987,62.0,Male,67828.82,Central,778
CUST00988,43.0,Male,21103.3,Central,834
CUST00989,31.0,Female,48298.26,East,163
CUST00990,68.0,Male,62871.64,West,350
CUST00991,24.0,Female,58333.16,East,419
CUST00992,,Male,62658.01,South,463
CUST00993,64.0,Male,59001.22,Central,1075
CUST00994,40.0,Female,78019.58,East,902
CUST00995,63.0,Male,37858.31,West,1653
CUST00996,60.0,Male,42814.09,South,1718
CUST00997,64.0,Male,41092.13,North,1178
CUST00998,62.0,Male,69943.45,East,1132
CUST00999,35.0,Female,71207.17,South,887
CUST01000,55.0,Male,63122.06,North,80
CUST01001,52.0,Female,76302.89,East,1781
CUST01002,68.0,Female,33795.26,South,205
CUST01003,32.0,Male,85010.03,South,899
CUST01004,42.0,Female,82418.3,East,282
CUST01005,54.0,Male,68241.2,South,995
CUST01006,45.0,Other,87072.38,Central,1299
CUST01007,27.0,Male,25180.78,East,768
CUST01008,56.0,Female,45559.93,South,1159
CUST01009,34.0,Female,41764.54,North,1246
CUST01010,56.0,Male,67986.63,North,1369
CUST01011,39.0,Female,36097.47,Central,331
CUST01012,43.0,Female,68634.91,East,577
CUST01013,61.0,Male,79669.65,South,745
CUST01014,42.0,Male,67513.65,South,1987
CUST01015,34.0,Female,60107.52,North,808
CUST01016,30.0,Female,37218.28,Central,297
CUST01017,37.0,Other,39756.68,North,1223
CUST01018,42.0,Female,77493.14,North,1039
CUST01019,21.0,Other,69028.28,Central,580
CUST01020,27.0,Female,54297.65,East,1508
CUST01021,20.0,Male,47477.63,South,1704
CUST01022,58.0,Male,18535.46,East,1345
CUST01023,62.0,Female,35724.66,West,1617
CUST01024,35.0,Female,89405.54,West,1852
CUST01025,64.0,Male,31951.8,West,1854
CUST01026,53.0,Male,58410.64,Central,1194
CUST01027,64.0,Other,73133.99,North,1199
CUST01028,39.0,Female,32411.39,East,1478
CUST01029,51.0,Male,,South,343
CUST01030,64.0,Male,71882.48,West,213
CUST01031,,Male,,East,1717
CUST01032,57.0,Male,106631.26,West,742
CUST01033,66.0,Male,24965.21,West,157
CUST01034,61.0,Male,74057.11,South,1340
CUST01035,36.0,Female,51889.57,Central,1876
CUST01036,59.0,Male,68894.56,North,1306
CUST01037,58.0,Female,62943.53,Central,1831
CUST01038,54.0,Female,41803.19,East,729
CUST01039,23.0,Male,59121.94,Central,415
CUST01040,69.0,Female,21557.77,East,1283
CUST01041,43.0,Female,65858.46,East,300
CUST01042,51.0,Female,60366.85,North,1824
CUST01043,62.0,Male,66495.88,South,840
CUST01044,23.0,Female,74046.13,North,444
CUST01045,54.0,Female,61617.16,Central,227
CUST01046,50.0,Male,57665.61,East,1376
CUST01047,39.0,Male,39140.77,West,1109
CUST01048,38.0,Female,42180.03,West,860
CUST01049,23.0,Female,76361.22,East,1256
CUST01050,23.0,Male,80854.04,North,1836
CUST01051,65.0,Female,50714.01,South,1674
CUST01052,21.0,Male,55828.05,North,657
CUST01053,47.0,Female,38716.94,East,633
CUST01054,28.0,Male,76109.62,East,1191
CUST01055,47.0,Female,66977.5,South,1475
CUST01056,48.0,Male,89941.91,Central,1868
CUST01057,41.0,Male,39190.18,Central,1110
CUST01058,26.0,Male,48195.86,South,1615
CUST01059,20.0,Male,59166.03,Central,1039
CUST01060,68.0,Female,66636.81,West,100
CUST01061,48.0,Male,51117.98,Central,940
CUST01062,57.0,Female,39286.7,Central,1967
CUST01063,54.0,Male,70865.34,Central,623
CUST01064,53.0,Male,67980.44,West,1425
CUST01065,41.0,Male,38507.07,Central,1670
CUST01066,48.0,Male,79397.97,West,629
CUST01067,23.0,Male,76063.58,South,543
CUST01068,19.0,Male,57417.34,North,1925
CUST01069,37.0,Female,56432.76,South,113
CUST01070,45.0,Male,64973.04,North,1023
CUST01071,28.0,Female,39489.34,South,1096
CUST01072,21.0,Female,55540.57,North,1719
CUST01073,32.0,Male,16257.1,North,868
CUST01074,23.0,Male,70776.2,East,1987
CUST01075,66.0,Other,26893.12,North,635
CUST01076,47.0,Female,82061.56,North,839
CUST01077,55.0,Female,49057.84,East,162
CUST01078,68.0,Male,51189.99,Central,1448
CUST01079,19.0,Female,43700.79,Central,1118
CUST01080,32.0,Female,49815.3,East,319
CUST01081,28.0,Female,80533.56,West,405
CUST01082,25.0,Other,12000.0,North,798
CUST01083,43.0,Male,77985.38,North,496
CUST01084,68.0,Male,61084.42,East,1951
CUST01085,62.0,Female,,East,1266
CUST01086,61.0,Female,35644.38,West,1201
CUST01087,22.0,Male,85175.07,Central,1626
CUST01088,23.0,Male,37980.88,South,500
CUST01089,43.0,Male,34239.69,Central,178
CUST01090,21.0,Male,75471.66,North,117
CUST01091,36.0,Female,61093.95,East,1377
CUST01092,37.0,Female,38117.34,West,1948
CUST01093,50.0,Male,58899.25,Central,425
CUST01094,37.0,Male,36536.45,West,819
CUST01095,66.0,Male,74814.79,Central,1457
CUST01096,29.0,Male,74104.68,North,1135
CUST01097,64.0,Female,64576.11,South,1694
CUST01098,18.0,Other,61509.9,West,1339
CUST01099,43.0,Female,86701.39,West,1435
CUST01100,31.0,Male,54994.35,South,894
CUST01101,55.0,Female,33726.27,West,1845
CUST01102,54.0,Female,63090.53,West,1323
CUST01103,28.0,Female,92548.85,Central,1345
CUST01104,53.0,Male,36734.33,Central,1506
CUST01105,30.0,Male,48493.67,South,1768
CUST01106,60.0,Male,,North,53
CUST01107,20.0,Male,54029.71,West,985
CUST01108,50.0,Male,37318.54,North,1916
CUST01109,23.0,Male,75193.44,South,340
CUST01110,67.0,Female,96760.73,South,1514
CUST01111,27.0,Female,58530.37,Central,1261
CUST01112,22.0,Female,38726.77,West,1845
CUST01113,40.0,Male,27118.71,East,1770
CUST01114,27.0,Other,59643.57,South,693
CUST01115,61.0,Female,74869.79,West,467
CUST01116,19.0,Female,63553.02,North,1591
CUST01117,30.0,Other,54956.73,Central,735
CUST01118,57.0,Female,44393.11,North,1389
CUST01119,19.0,Other,35341.05,South,451
CUST01120,,Male,70025.52,South,1803
CUST01121,18.0,Male,71447.89,North,350
CUST01122,54.0,Male,27176.86,South,1550
CUST01123,26.0,Male,83617.1,West,616
CUST01124,34.0,Male,65333.28,South,976
CUST01125,26.0,Female,80192.7,Central,1216
CUST01126,28.0,Female,30841.7,West,1864
CUST01127,32.0,Female,30415.17,East,1594
CUST01128,41.0,Male,52318.55,South,1218
CUST01129,55.0,Female,64050.12,South,878
CUST01130,52.0,Female,87334.49,Central,1751
CUST01131,47.0,Male,67709.42,Central,1619
CUST01132,48.0,Female,50631.74,North,1348
CUST01133,66.0,Male,36525.35,North,71
CUST01134,22.0,Male,77140.01,North,1977
CUST01135,61.0,Female,37635.3,Central,1338
CUST01136,67.0,Male,84312.43,North,968
CUST01137,31.0,Male,49881.08,North,416
CUST01138,28.0,Female,83630.48,East,1191
CUST01139,26.0,Female,67220.76,North,1240
CUST01140,51.0,Male,52534.08,South,939
CUST01141,29.0,Male,45650.87,Central,745
CUST01142,52.0,Male,48863.66,West,460
CUST01143,52.0,Female,62709.7,East,583
CUST01144,,Male,56388.82,Central,1915
CUST01145,57.0,Male,44311.39,Central,1469
CUST01146,39.0,Other,52018.63,South,829
CUST01147,46.0,Female,56414.39,North,455
CUST01148,25.0,Male,16682.79,South,1469
CUST01149,28.0,Female,63247.03,North,55
CUST01150,58.0,Female,37365.02,North,1424
CUST01151,54.0,Male,34240.02,Central,414
CUST01152,31.0,Male,24627.8,North,85
CUST01153,47.0,Female,22709.94,East,1306
CUST01154,52.0,Male,30601.94,East,663
CUST01155,38.0,Female,42237.62,East,135
CUST01156,54.0,Male,90158.66,Central,1183
CUST01157,22.0,Male,45534.17,South,878
CUST01158,36.0,Male,,West,699
CUST01159,31.0,Male,62208.66,North,405
CUST01160,43.0,Male,57359.17,West,772
CUST01161,21.0,Male,53606.02,South,996
CUST01162,42.0,Female,33484.71,South,337
CUST01163,62.0,Other,81116.7,Central,120
CUST01164,59.0,Female,87529.54,East,1446
CUST01165,42.0,Female,24712.14,East,1587
CUST01166,35.0,Male,36567.49,South,831
CUST01167,57.0,Other,49963.41,Central,139
CUST01168,25.0,Male,37638.32,Central,1614
CUST01169,56.0,Other,64107.38,North,1694
CUST01170,57.0,Other,41891.1,East,614
CUST01171,31.0,Female,93971.01,South,369
CUST01172,49.0,Other,76429.87,West,1618
CUST01173,68.0,Female,58826.33,East,1008
CUST01174,55.0,Male,73485.75,North,385
CUST01175,50.0,Male,74906.21,Central,1945
CUST01176,40.0,Female,44848.95,South,197
CUST01177,32.0,Male,40308.09,East,586
CUST01178,50.0,Female,56406.58,West,1505
CUST01179,42.0,Other,70509.45,North,934
CUST01180,34.0,Male,57503.09,North,134
CUST01181,50.0,Female,26614.06,East,179
CUST01182,64.0,Female,40549.16,West,175
CUST01183,19.0,Female,53668.49,North,745
CUST01184,31.0,Other,53638.02,South,903
CUST01185,57.0,Female,90505.76,North,328
CUST01186,57.0,Other,30052.22,West,1220
CUST01187,68.0,Female,64100.61,Central,1766
CUST01188,56.0,Male,81804.04,Central,675
CUST01189,,Female,95886.1,East,752
CUST01190,23.0,Female,47720.85,West,1101
CUST01191,23.0,Male,63845.73,North,667
CUST01192,20.0,Female,65255.69,North,268
CUST01193,24.0,Female,58518.67,Central,1060
CUST01194,68.0,Male,53220.79,Central,493
CUST01195,25.0,Female,62847.56,South,482
CUST01196,59.0,Female,12000.0,Central,813
CUST01197,69.0,Female,67277.25,South,926
CUST01198,32.0,Male,57271.2,North,400
CUST01199,64.0,Male,50995.45,South,1602
CUST01200,46.0,Male,91843.52,South,516
CUST00637,66.0,Female,44400.4,West,785
CUST00684,57.0,Male,58877.14,North,1611
CUST01034,61.0,Male,74057.11,South,1340
CUST00191,42.0,Female,42008.72,Central,409
CUST01084,68.0,Male,61084.42,East,1951
CUST00284,40.0,Male,80985.38,East,822
CUST00818,66.0,Male,63085.94,East,45
CUST00315,66.0,Female,71592.43,North,1519
CUST00538,51.0,Male,34281.75,South,269
CUST00665,31.0,Male,54440.94,South,1346
CUST00240,43.0,Female,42570.26,West,1515
CUST00136,39.0,Female,74748.75,West,878
CUST00336,21.0,Female,62793.28,East,265
CUST00190,45.0,Male,56248.2,Central,1029
CUST00839,27.0,Female,62658.82,South,1636
